-1.276792498432546497e+00 3.258416194796771581e-01 3.788504371519270109e-01
-1.720385327657731445e+00 1.262733223382545233e+00 -5.286582817928742184e-02
-6.643767022075908191e-01 2.208710981445449750e-02 1.137425705986979674e-01
-2.023342594296370089e-01 9.410157938352451401e-01 4.942539672899389780e-01
1.333855929361512649e+00 2.039016050908425193e+00 3.552891457000671993e-01
-1.642113796701451189e+00 8.976936264811332666e-01 -4.405986672167848672e-01
1.739895809045628461e-01 -4.892381440879769450e-01 -1.970191787702630926e-01
-2.533256671023917939e-01 3.851129825295738218e-01 1.194236015812772056e+00
7.175904544774101002e-01 2.035621555159964347e-01 -1.382953823285211215e+00
4.039429553639549697e-01 8.686756717248524939e-01 4.501844125100836758e-01
-1.590450136488723576e+00 2.258075942691333715e+00 7.682528690293188856e-01
8.736855665658247450e-01 1.292418600187783984e+00 8.993816050845200305e-01
1.262111231689798663e+00 -2.537592990699362616e+00 -1.954175439120056534e+00
-4.762526772520688789e-01 -2.543527792202795901e+00 -2.410395093409660738e+00
7.684376025323906845e-01 -4.523227136073534327e-01 -5.717453641159717659e-01
-3.604089384542350505e-01 -1.185958482702049732e-01 4.038128012367094843e-01
-3.899548521293638714e-01 -1.256022727573715247e+00 -4.610992965363674978e-01
1.334235520359554839e+00 -2.255512335463507601e-01 2.732322035906641577e+00
-3.450608533026151559e-01 1.010323071457442490e+00 -1.852987307248079141e+00
6.616976126890954379e-01 -2.691707077690226768e+00 -2.183698077784733904e+00
-1.984322763171253667e+00 -2.800238674615592727e-01 -9.546557384238503197e-01
1.403967221286826828e+00 -1.835524648096480416e+00 1.396312674344492466e+00
1.914050182681439338e+00 1.860995498507145296e+00 1.143408801216841963e+00
4.636315356013172018e-01 -1.523286619964419053e+00 -1.252161363079772993e+00
4.464874351628926874e-01 -2.427076692534075875e-01 -4.937169897046753686e-01
2.812444146640732168e+00 3.284873691961197384e+00 1.144472364400789921e+00
9.022550948575851493e-01 -2.219770838843992067e+00 -1.775971659252135737e+00
-3.302885307165827067e-01 -1.481689492552373588e+00 -4.367083592371795442e-01
2.219071236029488414e-01 -2.715858542841489864e+00 -1.310877404094172416e+00
-5.016265271980233642e-01 3.226022673009195652e-01 -2.249113836876587502e+00
-5.132805107342248707e-01 1.271924253826226314e+00 1.079388209823627376e-01
1.604099016733317562e+00 -1.401680370170117262e+00 -1.242974274205659757e+00
9.505007864304828580e-01 -1.297106272667472027e+00 -2.998044447286152270e-02
5.080514255607635477e-01 1.790256431079062960e+00 -4.910884904949097685e-01
-9.712531465691118804e-01 9.716518985976714262e-01 -8.141063272779847093e-01
-1.180163993237411946e+00 1.582326693154870068e+00 5.302343618718231566e-01
9.980672117078565053e-01 -1.077613610132225563e+00 1.778749009396324965e+00
6.404839587650503763e-01 -6.230554459815951240e-01 1.000838688254385156e+00
6.466620290590825437e-01 9.044077131380667822e-02 -1.237249614351316751e-01
1.945023849663321647e+00 1.571759390312333027e+00 1.662250029232557491e+00
7.326120210580921999e-01 1.109765195943825278e+00 5.899106253465974392e-01
6.293390180953069013e-01 -1.302478368888337457e+00 9.744929783753101260e-01
-2.289440765623569796e+00 1.997628365393113281e+00 1.181842149106301587e+00
-1.087111391748080136e-01 -1.191657614488411010e+00 -1.042076210664306668e-01
6.121870660570818412e-01 5.163753561667143721e-01 9.032528274126097045e-01
7.612278930079021677e-01 -2.100001580664968781e+00 -2.382678589697423410e-01
5.558765894805475227e-01 -5.193189403581719432e-01 1.969605237800067910e+00
3.947219783570798946e-02 -2.113577150808829686e-01 -3.374809721191127210e+00
9.540421614196826772e-01 -3.813372533685716714e+00 -2.931364596655295696e+00
2.620558664710403995e-02 -7.709695760945622922e-02 1.789302731204081454e+00
-2.086929796513281588e-01 -3.381225676785403422e+00 7.837051026437077406e-01
1.636106824110878932e+00 -1.726382070286032411e+00 1.337617849424221905e-01
-9.147727688343112451e-01 1.130691676141063695e+00 -5.393896251484708859e-01
-6.831224631485888210e-02 -1.142770557443673063e-01 -2.413489386349603194e-01
-1.445509955111334843e+00 1.689121796688277666e+00 2.695011481192499669e-02
-5.858623633395112495e-01 -4.845357752858232558e-01 2.179616798141922995e+00
-2.004340004946031151e+00 -8.785752293034583271e-01 -2.402297299863581870e+00
-2.808453112136035656e-01 -1.878647434951564499e+00 -1.885387117306081661e+00
3.433045364264144972e+00 3.751216356119649209e+00 1.043351873952312214e+00
-8.773649756753116868e-01 1.579115071231401712e+00 -3.495756187298957318e-01
-5.819049759267955757e-01 1.199643810130897048e+00 -9.224788661168572546e-01
